Donation_Id,Donor_ID,Received_Date,Created_At,Amount,Deductible_Amount,Total_Donation_Amount,Fund,Donation_Type,Memo,Source,Transaction_Net,Letter_Sent,Email_Sent,Is_Company?
9794511,9045280,28-Sep-20,"Tuesday, February 02, 2021 at 09:34 PM",75,75,75,General Support,Direct Deposit,Match for Laurin Maurer employee donation via Benevity,Corporate,75,,,TRUE
9794512,9045280,28-Oct-20,"Tuesday, February 02, 2021 at 09:34 PM",75,75,75,General Support,Direct Deposit,Match for Laurin Maurer employee donation via Benevity,Corporate,75,,,TRUE
9794513,9045280,28-Nov-20,"Tuesday, February 02, 2021 at 09:35 PM",75,75,75,General Support,Direct Deposit,Match for Laurin Maurer employee donation via Benevity,Corporate,75,,,TRUE
9794515,9045280,28-Dec-20,"Tuesday, February 02, 2021 at 09:35 PM",75,75,75,General Support,Direct Deposit,Match for Laurin Maurer employee donation via Benevity,Corporate,75,,,TRUE
9794533,8515063,30-Sep-20,"Tuesday, February 02, 2021 at 09:47 PM",3.84,3.84,3.84,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,3.84,,,FALSE
9794534,8515063,30-Oct-20,"Tuesday, February 02, 2021 at 09:48 PM",3.84,3.84,3.84,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,3.84,,,FALSE
9794536,8515063,30-Nov-20,"Tuesday, February 02, 2021 at 09:48 PM",3.84,3.84,3.84,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,3.84,,,FALSE
9794538,8515063,30-Dec-20,"Tuesday, February 02, 2021 at 09:48 PM",3.84,3.84,3.84,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,3.84,,,FALSE
9794540,7864038,30-Sep-20,"Tuesday, February 02, 2021 at 09:50 PM",6.16,6.16,6.16,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,6.16,,,FALSE
9794542,7864038,30-Oct-20,"Tuesday, February 02, 2021 at 09:51 PM",6.16,6.16,6.16,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,6.16,,,FALSE
9794543,7864038,30-Nov-20,"Tuesday, February 02, 2021 at 09:51 PM",6.16,6.16,6.16,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,6.16,,,FALSE
9794544,7864038,30-Dec-20,"Tuesday, February 02, 2021 at 09:51 PM",6.16,6.16,6.16,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,6.16,,,FALSE
9794545,8696834,30-Dec-20,"Tuesday, February 02, 2021 at 09:53 PM",1.92,1.92,1.92,General Support,Direct Deposit,Match for Neil McGown donation through Benevity,Corporate,1.92,,,TRUE
9794546,8696834,30-Nov-20,"Tuesday, February 02, 2021 at 09:53 PM",1.92,1.92,1.92,General Support,Direct Deposit,Match for Neil McGown donation through Benevity,Corporate,1.92,,,TRUE
9794547,8696834,30-Oct-20,"Tuesday, February 02, 2021 at 09:53 PM",1.92,1.92,1.92,General Support,Direct Deposit,Match for Neil McGown donation through Benevity,Corporate,1.92,,,TRUE
9794548,8696834,30-Sep-20,"Tuesday, February 02, 2021 at 09:54 PM",1.92,1.92,1.92,General Support,Direct Deposit,Match for Neil McGown donation through Benevity,Corporate,1.92,,,TRUE
9794550,8696834,30-Sep-20,"Tuesday, February 02, 2021 at 09:55 PM",3.08,3.08,3.08,General Support,Direct Deposit,Match for Tegan Schlatter donation via Benevity,Corporate,3.08,,,TRUE
9794551,8696834,30-Oct-20,"Tuesday, February 02, 2021 at 09:56 PM",3.08,3.08,3.08,General Support,Direct Deposit,Match for Tegan Schlatter donation via Benevity,Corporate,3.08,,,TRUE
9794552,8696834,30-Nov-20,"Tuesday, February 02, 2021 at 09:56 PM",3.08,3.08,3.08,General Support,Direct Deposit,Match for Tegan Schlatter donation via Benevity,Corporate,3.08,,,TRUE
9794553,8696834,30-Dec-20,"Tuesday, February 02, 2021 at 09:56 PM",3.08,3.08,3.08,General Support,Direct Deposit,Match for Tegan Schlatter donation via Benevity,Corporate,3.08,,,TRUE
9794556,9105999,1-Dec-20,"Tuesday, February 02, 2021 at 09:59 PM",102.56,102.56,102.56,General Support,Direct Deposit,Match for Laura Schatz donation via Benevity,Corporate,102.56,,,TRUE
9796055,8662786,3-Feb-21,"Wednesday, February 03, 2021 at 10:29 PM",100.8,100.8,100.8,General Support,Online Donation,Monthly,Individual Contributions,100.8,,,FALSE
9797004,8207952,3-Feb-21,"Thursday, February 04, 2021 at 09:00 PM",73.06,73.06,73.06,General Support,Cash,Lost & Found foreign cash,Corporate,73.06,"Thursday, February 04, 2021 at 10:49 PM",,TRUE
9797010,6570393,4-Feb-21,"Thursday, February 04, 2021 at 09:13 PM",1000,1000,1000,General Support,Check,Debra presented about grocery delivery,Churches & Clubs,1000,,,TRUE
9800527,9108715,4-Feb-21,"Monday, February 08, 2021 at 08:05 PM",76.98,76.98,76.98,General Support,Online Donation,,Individual Contributions,76.98,,,FALSE
9800530,9085047,5-Feb-21,"Monday, February 08, 2021 at 08:06 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9800592,9108726,7-Feb-21,"Monday, February 08, 2021 at 08:38 PM",102.56,102.56,102.56,General Support,Online Donation,,Individual Contributions,102.56,,,FALSE
9800597,9108730,7-Feb-21,"Monday, February 08, 2021 at 08:40 PM",302.39,302.39,302.39,General Support,Online Donation,,Individual Contributions,302.39,,,FALSE
9800621,8660803,5-Feb-21,"Monday, February 08, 2021 at 08:51 PM",10.53,10.53,10.53,General Support,Online Donation,Monthly,Individual Contributions,10.53,,,FALSE
9800625,6928123,6-Feb-21,"Monday, February 08, 2021 at 08:53 PM",300,300,300,General Support,Online Donation,Monthly,Corporate,300,,,TRUE
9800627,8676670,6-Feb-21,"Monday, February 08, 2021 at 08:54 PM",10.53,10.53,10.53,General Support,Online Donation,Monthly,Individual Contributions,10.53,,,FALSE
9800631,8669536,6-Feb-21,"Monday, February 08, 2021 at 08:56 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9800704,9108765,29-Sep-20,"Monday, February 08, 2021 at 10:18 PM",12.5,12.5,12.5,General Support,Direct Deposit,Employee contributions through Benevity,Individual Contributions,12.5,,,FALSE
9800709,9108767,29-Sep-20,"Monday, February 08, 2021 at 10:21 PM",25,25,25,General Support,Direct Deposit,Employee contributions through Benevity,Individual Contributions,25,,,FALSE
9800710,9108768,15-Sep-20,"Monday, February 08, 2021 at 10:24 PM",12.5,12.5,12.5,General Support,Direct Deposit,Employee contributions through Benevity,Individual Contributions,12.5,,,FALSE
9800711,9108769,14-Sep-20,"Monday, February 08, 2021 at 10:26 PM",7.5,7.5,7.5,General Support,Direct Deposit,Employee contributions through Benevity,Individual Contributions,7.5,,,FALSE
9800714,9108770,14-Sep-20,"Monday, February 08, 2021 at 10:30 PM",25,25,25,General Support,Direct Deposit,Employee contributions through Benevity,Individual Contributions,25,,,FALSE
9800721,9108772,12-Sep-20,"Monday, February 08, 2021 at 10:34 PM",25,25,25,General Support,Direct Deposit,Employee contributions through Benevity,Individual Contributions,25,,,FALSE
9800725,2378397,12-Sep-20,"Monday, February 08, 2021 at 10:37 PM",125,125,125,General Support,Direct Deposit,Employee contributions through Benevity,Individual Contributions,125,,,FALSE
9800732,9108774,12-Sep-20,"Monday, February 08, 2021 at 10:42 PM",465,465,465,General Support,Direct Deposit,2x match for employee giving via Benevity,Corporate,465,,,TRUE
9800742,9108780,8-Feb-21,"Monday, February 08, 2021 at 11:02 PM",100,100,100,General Support,Cash,,Individual Contributions,100,"Monday, February 08, 2021 at 11:34 PM",,FALSE
9805730,4558356,12-Feb-21,"Friday, February 12, 2021 at 08:34 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9805732,5859050,12-Feb-21,"Friday, February 12, 2021 at 08:35 PM",100,100,100,General Support,Check,Monthly,Individual Contributions,100,,,FALSE
9805737,9109594,12-Feb-21,"Friday, February 12, 2021 at 08:38 PM",1000,1000,1000,General Support,Check,,Individual Contributions,1000,,,FALSE
9805742,491193,12-Feb-21,"Friday, February 12, 2021 at 08:40 PM",1000,1000,1000,General Support,Check,,Churches & Clubs,1000,,,TRUE
9805764,9097379,10-Feb-21,"Friday, February 12, 2021 at 09:16 PM",100,100,100,General Support,Online Donation,Monthly (new Give Lively subscription),Individual Contributions,100,,,FALSE
9805771,9109614,11-Feb-21,"Friday, February 12, 2021 at 09:24 PM",102.56,102.56,102.56,General Support,Online Donation,Monthly (new Give Lively subscription),Individual Contributions,102.56,,,FALSE
9805773,9109618,11-Feb-21,"Friday, February 12, 2021 at 09:26 PM",51.43,51.43,51.43,General Support,Online Donation,,Individual Contributions,51.43,,,FALSE
9805775,8531572,11-Feb-21,"Friday, February 12, 2021 at 09:28 PM",330,330,330,General Support,Online Donation,,Individual Contributions,330,,,FALSE
9805781,8673391,12-Feb-21,"Friday, February 12, 2021 at 09:39 PM",103.63,103.63,103.63,General Support,Online Donation,,Individual Contributions,103.63,,,FALSE
9811038,8549327,14-Feb-21,"Wednesday, February 17, 2021 at 08:37 PM",500,500,500,General Support,Online Donation,,Individual Contributions,500,,,FALSE
9813460,8818379,18-Feb-21,"Friday, February 19, 2021 at 09:01 PM",20.16,20.16,20.16,General Support,Online Donation,Monthly,Individual Contributions,20.16,,,FALSE
9813491,8713712,19-Feb-21,"Friday, February 19, 2021 at 09:53 PM",75,75,75,General Support,Online Donation,Monthly,Individual Contributions,75,,,FALSE
9813492,8664588,19-Feb-21,"Friday, February 19, 2021 at 10:01 PM",102.56,102.56,102.56,General Support,Online Donation,,Individual Contributions,102.56,,,FALSE
9815688,9111291,19-Feb-21,"Monday, February 22, 2021 at 08:50 PM",1000,1000,1000,General Support,Check,,Foundations/Grants/Government,1000,,,TRUE
9815693,491151,19-Feb-21,"Monday, February 22, 2021 at 08:54 PM",100,100,100,General Support,Check,Thank You Party,Individual Contributions,100,,,FALSE
9815694,7702449,19-Feb-21,"Monday, February 22, 2021 at 08:55 PM",70,70,70,General Support,Check,,Individual Contributions,70,,,TRUE
9815702,8685121,19-Feb-21,"Monday, February 22, 2021 at 09:00 PM",1500,1500,1500,General Support,Check,,Individual Contributions,1500,,,FALSE
9815771,8197929,20-Feb-21,"Monday, February 22, 2021 at 09:42 PM",252,252,252,General Support,Online Donation,Monthly,Individual Contributions,252,,,FALSE
9815780,3941259,21-Feb-21,"Monday, February 22, 2021 at 09:59 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9815804,8670663,21-Feb-21,"Monday, February 22, 2021 at 10:18 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9815806,6769814,22-Feb-21,"Monday, February 22, 2021 at 10:24 PM",25.2,25.2,25.2,General Support,Online Donation,Monthly,Individual Contributions,25.2,,,FALSE
9815819,9111313,22-Feb-21,"Monday, February 22, 2021 at 10:41 PM",25.87,25.87,25.87,General Support,Online Donation,,Individual Contributions,25.87,,,FALSE
9815832,9111320,22-Feb-21,"Monday, February 22, 2021 at 10:55 PM",102.56,102.56,102.56,General Support,Online Donation,,Individual Contributions,102.56,,,FALSE
9817078,9111481,22-Feb-21,"Tuesday, February 23, 2021 at 08:38 PM",100,100,100,General Support,Check,,Individual Contributions,100,"Tuesday, February 23, 2021 at 11:00 PM",,FALSE
9817081,8685100,22-Feb-21,"Tuesday, February 23, 2021 at 08:40 PM",396,396,396,General Support,Check,,Individual Contributions,396,,,TRUE
9817083,669097,22-Feb-21,"Tuesday, February 23, 2021 at 08:42 PM",1084,1084,1084,General Support,Check,,Individual Contributions,1084,"Tuesday, February 23, 2021 at 10:56 PM",,FALSE
9817084,8531584,23-Feb-21,"Tuesday, February 23, 2021 at 08:43 PM",1000,1000,1000,General Support,Check,,Churches & Clubs,1000,"Tuesday, February 23, 2021 at 11:06 PM",,TRUE
9819250,9111807,19-Feb-21,"Thursday, February 25, 2021 at 09:25 PM",501.77,501.77,501.77,General Support,ACH,Match for Evan Simons employee donations,Foundations/Grants/Government,501.77,,,TRUE
9819252,8304902,25-Feb-21,"Thursday, February 25, 2021 at 09:27 PM",255.93,255.93,255.93,General Support,Online Donation,,Individual Contributions,255.93,,,FALSE
9819276,8304983,24-Feb-21,"Thursday, February 25, 2021 at 09:58 PM",100,100,100,General Support,Online Donation,,Individual Contributions,100,,,FALSE
9820391,7369459,24-Feb-21,"Saturday, February 27, 2021 at 01:35 AM",51.43,51.43,51.43,General Support,Online Donation,Monthly,Individual Contributions,51.43,,,FALSE
9820392,8667002,24-Feb-21,"Saturday, February 27, 2021 at 01:36 AM",70,70,70,General Support,Online Donation,Monthly,Individual Contributions,70,,,FALSE
9820395,6279279,26-Feb-21,"Saturday, February 27, 2021 at 01:41 AM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9820396,8683830,26-Feb-21,"Saturday, February 27, 2021 at 01:43 AM",102.56,102.56,102.56,General Support,Online Donation,,Individual Contributions,102.56,,,FALSE
9823329,1611485,1-Mar-21,"Monday, March 01, 2021 at 08:43 PM",1000,1000,1000,General Support,Check,,Individual Contributions,1000,"Monday, March 01, 2021 at 08:44 PM",,FALSE
9823333,6173346,1-Mar-21,"Monday, March 01, 2021 at 08:45 PM",100,100,100,General Support,Check,Thank You Party,Individual Contributions,100,,,FALSE
9823337,491144,1-Mar-21,"Monday, March 01, 2021 at 08:47 PM",100,100,100,General Support,Check,,Individual Contributions,100,"Monday, March 01, 2021 at 08:48 PM",,FALSE
9823500,6766798,27-Feb-21,"Monday, March 01, 2021 at 11:41 PM",1000,1000,1000,General Support,Online Donation,,Individual Contributions,1000,,,FALSE
9823569,6370302,27-Feb-21,"Monday, March 01, 2021 at 11:58 PM",42,42,42,General Support,Online Donation,Monthly,Individual Contributions,42,,,FALSE
9823579,7716745,28-Feb-21,"Tuesday, March 02, 2021 at 12:09 AM",107.67,107.67,107.67,General Support,Online Donation,HH 2020 - Monthly,Individual Contributions,107.67,,,FALSE
9823583,8301586,28-Feb-21,"Tuesday, March 02, 2021 at 12:16 AM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9823585,8715102,28-Feb-21,"Tuesday, March 02, 2021 at 12:21 AM",20.76,20.76,20.76,General Support,Online Donation,Monthly,Individual Contributions,20.76,,,FALSE
9823586,6590912,28-Feb-21,"Tuesday, March 02, 2021 at 12:22 AM",37.11,37.11,37.11,General Support,Online Donation,Monthly,Individual Contributions,37.11,,,FALSE
9825530,8672997,28-Feb-21,"Tuesday, March 02, 2021 at 03:52 PM",10,10,10,General Support,Online Donation,Monthly,Individual Contributions,10,,,FALSE
9825542,8683839,1-Mar-21,"Tuesday, March 02, 2021 at 04:00 PM",10.53,10.53,10.53,General Support,Online Donation,Monthly,Individual Contributions,10.53,,,FALSE
9825559,8762164,28-Feb-21,"Tuesday, March 02, 2021 at 04:15 PM",15,15,15,General Support,Online Donation,,Individual Contributions,15,,,FALSE
9825562,1098438,1-Mar-21,"Tuesday, March 02, 2021 at 04:17 PM",59,59,59,General Support,Online Donation,HH 2020 - Monthly,Individual Contributions,59,,,FALSE
9825564,8673377,1-Mar-21,"Tuesday, March 02, 2021 at 04:18 PM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9825581,8670494,18-Feb-21,"Tuesday, March 02, 2021 at 04:40 PM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9825583,635138,1-Mar-21,"Tuesday, March 02, 2021 at 04:41 PM",20,20,20,General Support,Online Donation,Monthly,Individual Contributions,20,,,FALSE
9826068,9045274,27-Jan-21,"Tuesday, March 02, 2021 at 11:01 PM",75,75,75,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,75,,,FALSE
9826069,9045274,29-Jan-21,"Tuesday, March 02, 2021 at 11:04 PM",75,75,75,General Support,Direct Deposit,One-Time donation via Benevity - MyRewards ,Individual Contributions,75,,,FALSE
9826071,9045280,27-Jan-21,"Tuesday, March 02, 2021 at 11:07 PM",75,75,75,General Support,Direct Deposit,Match for Laurin Maurer employee donation via Benevity,Corporate,75,,,TRUE
9826072,7864038,21-Jan-21,"Tuesday, March 02, 2021 at 11:09 PM",6.16,6.16,6.16,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,6.16,,,FALSE
9826073,7864038,19-Jan-21,"Tuesday, March 02, 2021 at 11:10 PM",25,25,25,General Support,Direct Deposit,One-Time donation via Benevity - MyRewards ,Individual Contributions,25,,,FALSE
9826074,7864038,21-Jan-21,"Tuesday, March 02, 2021 at 11:12 PM",12.5,12.5,12.5,General Support,Direct Deposit,One-Time donation via Benevity - MyRewards ,Individual Contributions,12.5,,,FALSE
9826075,8515063,21-Jan-21,"Tuesday, March 02, 2021 at 11:13 PM",3.84,3.84,3.84,General Support,Direct Deposit,Monthly employee contributions through Benevity,Individual Contributions,3.84,,,FALSE
9826076,8696834,21-Jan-21,"Tuesday, March 02, 2021 at 11:15 PM",15.58,15.58,15.58,General Support,Online Donation,Match for Tegan Schlatter donation through Benevity,Corporate,15.58,,,TRUE
9826077,8696834,21-Jan-21,"Tuesday, March 02, 2021 at 11:16 PM",1.92,1.92,1.92,General Support,Online Donation,Match for Neil McGown donation through Benevity,Corporate,1.92,,,TRUE
9826078,8696914,15-Jan-21,"Tuesday, March 02, 2021 at 11:18 PM",51.43,51.43,51.43,General Support,Direct Deposit,"""Matching"" for unknown employee gift, via Benevity",Corporate,51.43,,,TRUE
9827061,8662786,3-Mar-21,"Thursday, March 04, 2021 at 01:05 AM",100.8,100.8,100.8,General Support,Online Donation,Monthly,Individual Contributions,100.8,,,FALSE
9827834,9113504,3-Mar-21,"Thursday, March 04, 2021 at 09:36 PM",25.2,25.2,25.2,General Support,Online Donation,,Individual Contributions,25.2,,,FALSE
9827857,6607051,4-Mar-21,"Thursday, March 04, 2021 at 10:10 PM",100,100,100,General Support,Check,Thank You Party,Individual Contributions,100,"Thursday, March 04, 2021 at 10:11 PM",,FALSE
9827861,7516801,4-Mar-21,"Thursday, March 04, 2021 at 10:14 PM",200,200,200,General Support,Check,,Corporate,200,"Thursday, March 04, 2021 at 10:16 PM",,FALSE
9827880,8422295,4-Mar-21,"Thursday, March 04, 2021 at 10:59 PM",2000,2000,2000,General Support,Check,Match for Will McCreery donations in 2020,Foundations/Grants/Government,2000,,,TRUE
9827937,8542967,4-Mar-21,"Thursday, March 04, 2021 at 11:54 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9827939,6856809,4-Mar-21,"Thursday, March 04, 2021 at 11:56 PM",4214.25,4214.25,4214.25,General Support,Check,Tiffany paycheck,Foundations/Grants/Government,4214.25,,,TRUE
9827946,9113533,4-Mar-21,"Friday, March 05, 2021 at 12:02 AM",100,100,100,General Support,Check,,Individual Contributions,100,"Friday, March 05, 2021 at 12:14 AM",,FALSE
9828952,9085047,5-Mar-21,"Friday, March 05, 2021 at 07:02 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9833060,8660803,5-Mar-21,"Tuesday, March 09, 2021 at 10:00 PM",10.53,10.53,10.53,General Support,Online Donation,Monthly,Individual Contributions,10.53,,,FALSE
9833069,6928123,6-Mar-21,"Tuesday, March 09, 2021 at 10:03 PM",300,300,300,General Support,Online Donation,Monthly,Corporate,300,,,TRUE
9833077,8676670,6-Mar-21,"Tuesday, March 09, 2021 at 10:05 PM",10.53,10.53,10.53,General Support,Online Donation,Monthly,Individual Contributions,10.53,,,FALSE
9833083,8669536,6-Mar-21,"Tuesday, March 09, 2021 at 10:08 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9833087,8673391,7-Mar-21,"Tuesday, March 09, 2021 at 10:09 PM",103.63,103.63,103.63,General Support,Online Donation,,Individual Contributions,103.63,,,FALSE
9833090,8531572,5-Mar-21,"Tuesday, March 09, 2021 at 10:10 PM",335,335,335,General Support,Online Donation,,Individual Contributions,335,,,FALSE
9834489,6309934,10-Mar-21,"Wednesday, March 10, 2021 at 11:39 PM",500,500,500,General Support,Check,,Individual Contributions,500,"Wednesday, March 10, 2021 at 11:42 PM",,FALSE
9835585,9097379,10-Mar-21,"Thursday, March 11, 2021 at 08:13 PM",100,100,100,General Support,Online Donation,Monthly,Individual Contributions,100,,,FALSE
9835589,9109614,11-Mar-21,"Thursday, March 11, 2021 at 08:16 PM",102.56,102.56,102.56,General Support,Online Donation,Monthly,Individual Contributions,102.56,,,FALSE
9835603,2930120,11-Mar-21,"Thursday, March 11, 2021 at 08:26 PM",898.24,898.24,898.24,General Support,Check,FEMA funds,Foundations/Grants/Government,898.24,,,TRUE
9835607,5859050,11-Mar-21,"Thursday, March 11, 2021 at 08:30 PM",100,100,100,General Support,Check,Monthly,Individual Contributions,100,,,FALSE
9835616,4558356,11-Mar-21,"Thursday, March 11, 2021 at 08:33 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9835622,6154796,11-Mar-21,"Thursday, March 11, 2021 at 08:35 PM",200,200,200,General Support,Check,Rent March,Churches & Clubs,200,,,TRUE
9835629,1603904,11-Mar-21,"Thursday, March 11, 2021 at 08:38 PM",50,50,50,General Support,Check,,Individual Contributions,50,"Thursday, March 11, 2021 at 11:15 PM",,FALSE
9835636,8542967,11-Mar-21,"Thursday, March 11, 2021 at 08:42 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9835639,8560545,11-Mar-21,"Thursday, March 11, 2021 at 08:44 PM",5000,5000,5000,Targeted Donations,Check,Outreach - Tiffany,Individual Contributions,5000,"Thursday, March 11, 2021 at 11:14 PM",,FALSE
9835806,811527,11-Mar-21,"Thursday, March 11, 2021 at 11:10 PM",200,200,200,General Support,Check,,Individual Contributions,200,"Thursday, March 11, 2021 at 11:11 PM",,FALSE
9839320,8070715,30-Dec-20,"Monday, March 15, 2021 at 05:45 PM",500,500,500,General Support,YourCause Direct Deposit,,Individual Contributions,500,,,FALSE
9839322,8056975,30-Dec-20,"Monday, March 15, 2021 at 05:46 PM",500,500,500,General Support,YourCause Direct Deposit,Autodesk match for Kyle Gilham donation,Foundations/Grants/Government,500,,,TRUE
9839326,7846907,12-Feb-21,"Monday, March 15, 2021 at 05:49 PM",500,500,500,General Support,YourCause Direct Deposit,,Individual Contributions,500,,,FALSE
9839336,9115898,13-Mar-21,"Monday, March 15, 2021 at 06:03 PM",1800,1800,1800,General Support,Online Donation,,Individual Contributions,1800,,,FALSE
9839353,8673383,14-Mar-21,"Monday, March 15, 2021 at 06:16 PM",1022.8,1022.8,1022.8,General Support,Online Donation,,Individual Contributions,1022.8,,,FALSE
9839564,6544961,22-Feb-21,"Monday, March 15, 2021 at 11:38 PM",17.95,17.95,17.95,General Support,Direct Deposit,,Corporate,17.95,,,FALSE
9841013,491220,26-Feb-21,"Tuesday, March 16, 2021 at 08:27 PM",8000,8000,8000,General Support,Direct Deposit,From United Way Grants,Foundations/Grants/Government,8000,,,TRUE
9841060,9116160,10-Feb-21,"Tuesday, March 16, 2021 at 08:41 PM",1.74,1.74,1.74,General Support,United Way,,Individual Contributions,1.74,,,FALSE
9841062,9116161,10-Feb-21,"Tuesday, March 16, 2021 at 08:43 PM",29.94,29.94,29.94,General Support,United Way,,Individual Contributions,29.94,,,FALSE
9841065,9116162,10-Feb-21,"Tuesday, March 16, 2021 at 08:45 PM",92.28,92.28,92.28,General Support,United Way,,Individual Contributions,92.28,,,FALSE
9841068,8456856,10-Feb-21,"Tuesday, March 16, 2021 at 08:47 PM",25.99,25.99,25.99,General Support,United Way,,Individual Contributions,25.99,,,FALSE
9841094,9116160,4-Nov-20,"Tuesday, March 16, 2021 at 08:58 PM",1.81,1.81,1.81,General Support,United Way,,Individual Contributions,1.81,,,FALSE
9841095,9116167,4-Nov-20,"Tuesday, March 16, 2021 at 08:58 PM",25,25,25,General Support,United Way,,Individual Contributions,25,,,FALSE
9841096,9116167,10-Feb-21,"Tuesday, March 16, 2021 at 08:59 PM",30,30,30,General Support,United Way,,Individual Contributions,30,,,FALSE
9841098,9116161,4-Nov-20,"Tuesday, March 16, 2021 at 09:00 PM",25.02,25.02,25.02,General Support,United Way,,Individual Contributions,25.02,,,FALSE
9841099,8456856,4-Nov-20,"Tuesday, March 16, 2021 at 09:01 PM",27.25,27.25,27.25,General Support,United Way,,Individual Contributions,27.25,,,FALSE
9841100,9116162,4-Nov-20,"Tuesday, March 16, 2021 at 09:01 PM",76.9,76.9,76.9,General Support,United Way,,Individual Contributions,76.9,,,FALSE
9841101,9116162,12-Aug-20,"Tuesday, March 16, 2021 at 09:03 PM",107.66,107.66,107.66,General Support,United Way,,Individual Contributions,107.66,,,FALSE
9841102,9116167,12-Aug-20,"Tuesday, March 16, 2021 at 09:04 PM",35,35,35,General Support,United Way,,Individual Contributions,35,,,FALSE
9841103,9116161,12-Aug-20,"Tuesday, March 16, 2021 at 09:05 PM",35.02,35.02,35.02,General Support,United Way,,Individual Contributions,35.02,,,FALSE
9841104,8456856,12-Aug-20,"Tuesday, March 16, 2021 at 09:05 PM",49.63,49.63,49.63,General Support,United Way,,Individual Contributions,49.63,,,FALSE
9841105,9116160,12-Aug-20,"Tuesday, March 16, 2021 at 09:05 PM",3.31,3.31,3.31,General Support,United Way,,Individual Contributions,3.31,,,FALSE
9841112,8456857,22-Apr-19,"Tuesday, March 16, 2021 at 09:19 PM",40,40,40,General Support,United Way,,Individual Contributions,40,,,FALSE
9841114,8456857,28-Apr-20,"Tuesday, March 16, 2021 at 09:19 PM",25,25,25,General Support,United Way,,Individual Contributions,25,,,FALSE
9841115,8456857,31-Jul-19,"Tuesday, March 16, 2021 at 09:20 PM",35,35,35,General Support,United Way,,Individual Contributions,35,,,FALSE
9841116,8456857,23-Oct-19,"Tuesday, March 16, 2021 at 09:20 PM",30,30,30,General Support,United Way,,Individual Contributions,30,,,FALSE
9841119,8456856,28-Apr-20,"Tuesday, March 16, 2021 at 09:22 PM",40,40,40,General Support,United Way,,Individual Contributions,40,,,FALSE
9841122,8456862,28-Apr-20,"Tuesday, March 16, 2021 at 09:24 PM",50,50,50,General Support,United Way,,Individual Contributions,50,,,FALSE
9841124,8456862,22-Apr-19,"Tuesday, March 16, 2021 at 09:25 PM",80,80,80,General Support,United Way,,Individual Contributions,80,,,FALSE
9841125,8456862,31-Jul-19,"Tuesday, March 16, 2021 at 09:25 PM",70,70,70,General Support,United Way,,Individual Contributions,70,,,FALSE
9841126,8456862,23-Oct-19,"Tuesday, March 16, 2021 at 09:26 PM",60,60,60,General Support,United Way,,Individual Contributions,60,,,FALSE
9841127,8456853,23-Oct-19,"Tuesday, March 16, 2021 at 09:27 PM",14.57,14.57,14.57,General Support,United Way,,Individual Contributions,14.57,,,FALSE
9841128,8456853,31-Jul-19,"Tuesday, March 16, 2021 at 09:27 PM",17.01,17.01,17.01,General Support,United Way,,Individual Contributions,17.01,,,FALSE
9841130,8456853,22-Apr-19,"Tuesday, March 16, 2021 at 09:28 PM",19.43,19.43,19.43,General Support,United Way,,Individual Contributions,19.43,,,FALSE
9841132,8456855,22-Apr-19,"Tuesday, March 16, 2021 at 09:29 PM",14,14,14,General Support,United Way,,Individual Contributions,14,,,FALSE
9841133,8456855,31-Jul-19,"Tuesday, March 16, 2021 at 09:30 PM",14,14,14,General Support,United Way,,Individual Contributions,14,,,FALSE
9841134,8456855,23-Oct-19,"Tuesday, March 16, 2021 at 09:30 PM",10,10,10,General Support,United Way,,Individual Contributions,10,,,FALSE
